eval,value,best_value,eval_time
1,6.7695965182452455e-06,6.7695965182452455e-06,4.157456234334036
2,6.7695965182452455e-06,6.7695965182452455e-06,4.157456234334036
3,6.7695965182452455e-06,6.7695965182452455e-06,4.157456234334036
4,6.7695965182452455e-06,6.7695965182452455e-06,4.157456234334036
5,6.753605445415235e-06,6.753605445415235e-06,4.157456234334036
6,6.769595202740168e-06,6.753605445415235e-06,4.157456234334036
7,6.7695965182452455e-06,6.753605445415235e-06,4.157456234334036
8,6.7695965182452455e-06,6.753605445415235e-06,4.157456234334036
9,6.7695965182452455e-06,6.753605445415235e-06,4.157456234334036
10,6.7695965182452455e-06,6.753605445415235e-06,4.157456234334036
11,6.7695965182452455e-06,6.753605445415235e-06,4.157456234334036
12,6.769549667867849e-06,6.753605445415235e-06,4.157456234334036
13,6.751883509663167e-06,6.751883509663167e-06,4.157456234334036
14,6.753605445415235e-06,6.751883509663167e-06,4.157456234334036
15,6.7695965182452455e-06,6.751883509663167e-06,4.157456234334036
16,6.769554546677039e-06,6.751883509663167e-06,4.157456234334036
17,6.7695965182452455e-06,6.751883509663167e-06,4.157456234334036
18,6.7695965182452455e-06,6.751883509663167e-06,4.157456234334036
19,6.762908576456393e-06,6.751883509663167e-06,4.157456234334036
20,6.7629171925946135e-06,6.751883509663167e-06,4.157456234334036
21,6.7695965182452455e-06,6.751883509663167e-06,4.157456234334036
22,6.7643981187088e-06,6.751883509663167e-06,4.157456234334036
23,6.7695965182452455e-06,6.751883509663167e-06,4.157456234334036
24,6.7695965182452455e-06,6.751883509663167e-06,4.157456234334036
25,6.769592290250872e-06,6.751883509663167e-06,4.157456234334036
26,6.733790164187317e-06,6.733790164187317e-06,4.157456234334036
27,6.769592290250872e-06,6.733790164187317e-06,4.157456234334036
28,6.7695965182452455e-06,6.733790164187317e-06,4.157456234334036
29,6.731997996253578e-06,6.731997996253578e-06,4.157456234334036
30,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
31,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
32,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
33,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
34,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
35,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
36,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
37,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
38,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
39,6.731997996253578e-06,6.731997996253578e-06,4.157456234334036
40,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
41,6.763377824956351e-06,6.731997996253578e-06,4.157456234334036
42,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
43,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
44,6.7695755328470144e-06,6.731997996253578e-06,4.157456234334036
45,6.7695755328470144e-06,6.731997996253578e-06,4.157456234334036
46,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
47,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
48,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
49,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
50,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
51,6.769549667867849e-06,6.731997996253578e-06,4.157456234334036
52,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
53,6.766947387276175e-06,6.731997996253578e-06,4.157456234334036
54,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
55,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
56,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
57,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
58,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
59,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
60,6.733814182198659e-06,6.731997996253578e-06,4.157456234334036
61,6.731997996253578e-06,6.731997996253578e-06,4.157456234334036
62,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
63,6.769595202740168e-06,6.731997996253578e-06,4.157456234334036
64,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
65,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
66,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
67,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
68,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
69,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
70,6.769456382084813e-06,6.731997996253578e-06,4.157456234334036
71,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
72,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
73,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
74,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
75,6.7646340626760234e-06,6.731997996253578e-06,4.157456234334036
76,6.753768935843732e-06,6.731997996253578e-06,4.157456234334036
77,6.745392386183071e-06,6.731997996253578e-06,4.157456234334036
78,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
79,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
80,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
81,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
82,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
83,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
84,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
85,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
86,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
87,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
88,6.733814182198659e-06,6.731997996253578e-06,4.157456234334036
89,6.769554546677039e-06,6.731997996253578e-06,4.157456234334036
90,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
91,6.7695965182452455e-06,6.731997996253578e-06,4.157456234334036
92,6.733814182198659e-06,6.731997996253578e-06,4.157456234334036
93,6.764896002128338e-06,6.731997996253578e-06,4.157456234334036
