metric,objective,cost_aware,framework,network,category,value
Energy,energy,False,Gemini-style,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode-MoE,0.02435360288337199
Energy,energy,False,Gemini-style,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode-MoE,0.2309393680201314
Energy,energy,False,Gemini-style,mobilenet_v3_small_b1_seq1,cnn,5.451003393729833e-05
Energy,energy,False,Gemini-style,mobilenet_v3_small_b8_seq1,cnn,0.0004506937120289069
Energy,energy,False,Gemini-style,replknet31b_b1_seq1,cnn,0.003405587180649544
Energy,energy,False,Gemini-style,replknet31b_b8_seq1,cnn,0.03320847559008148
Energy x Cost,energy,True,SCAR-style,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,43.71052909952974
Energy x Cost,energy,True,SCAR-style,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,533.6425450259787
Energy x Cost,energy,True,SCAR-style,llama3.1_8b_decode_kv1024_b1_seq1,decode,2.194571456820189
Energy x Cost,energy,True,SCAR-style,llama3.1_8b_decode_kv1024_b8_seq1,decode,8.070873399395511
Energy x Cost,energy,True,SCAR-style,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,176.64184037108012
Energy x Cost,energy,True,SCAR-style,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,1849.3539670022965
Energy x Cost,energy,True,SCAR-style,llama3.1_70b_decode_kv1024_b1_seq1,decode,8.622269610744507
Energy x Cost,energy,True,SCAR-style,llama3.1_70b_decode_kv1024_b8_seq1,decode,27.705784444047183
Energy x Cost,energy,True,SCAR-style,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill-MoE,6.341772167618127
Energy x Cost,energy,True,SCAR-style,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill-MoE,150.29043451421498
Energy x Cost,energy,True,SCAR-style,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode-MoE,0.6048757663164328
Energy x Cost,energy,True,SCAR-style,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode-MoE,15.702007995142734
Energy x Cost,energy,True,SCAR-style,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill-MoE,21.826266469971706
Energy x Cost,energy,True,SCAR-style,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill-MoE,398.8321858472675
Energy x Cost,energy,True,SCAR-style,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode-MoE,2.28226517017384
Energy x Cost,energy,True,SCAR-style,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode-MoE,55.79968624395685
Energy x Cost,energy,True,SCAR-style,mobilenet_v3_small_b1_seq1,cnn,0.009519748251248118
Energy x Cost,energy,True,SCAR-style,mobilenet_v3_small_b8_seq1,cnn,0.046501767207181466
Energy x Cost,energy,True,SCAR-style,replknet31b_b1_seq1,cnn,0.33393823317294713
Energy x Cost,energy,True,SCAR-style,replknet31b_b8_seq1,cnn,2.4835234674122915
Energy x Cost,energy,True,Gemini-style,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,45.801300305469
Energy x Cost,energy,True,Gemini-style,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,610.1954659647787
Energy x Cost,energy,True,Gemini-style,llama3.1_8b_decode_kv1024_b1_seq1,decode,2.286594587526098
Energy x Cost,energy,True,Gemini-style,llama3.1_8b_decode_kv1024_b8_seq1,decode,8.786094304863342
Energy x Cost,energy,True,Gemini-style,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,169.7491912056071
Energy x Cost,energy,True,Gemini-style,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,2245.8538039063155
Energy x Cost,energy,True,Gemini-style,llama3.1_70b_decode_kv1024_b1_seq1,decode,8.98500031579153
Energy x Cost,energy,True,Gemini-style,llama3.1_70b_decode_kv1024_b8_seq1,decode,30.53697358559608
Energy x Cost,energy,True,Gemini-style,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill-MoE,6.16859947715918
Energy x Cost,energy,True,Gemini-style,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill-MoE,155.6196700147391
Energy x Cost,energy,True,Gemini-style,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode-MoE,0.6274161437631487
Energy x Cost,energy,True,Gemini-style,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode-MoE,17.546528390564372
Energy x Cost,energy,True,Gemini-style,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill-MoE,21.018201882343664
Energy x Cost,energy,True,Gemini-style,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill-MoE,464.8174518418183
Energy x Cost,energy,True,Gemini-style,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode-MoE,2.3713238955560256
Energy x Cost,energy,True,Gemini-style,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode-MoE,63.114619660582896
Energy x Cost,energy,True,Gemini-style,mobilenet_v3_small_b1_seq1,cnn,0.00930916267002591
Energy x Cost,energy,True,Gemini-style,mobilenet_v3_small_b8_seq1,cnn,0.07332069524096835
Energy x Cost,energy,True,Gemini-style,replknet31b_b1_seq1,cnn,0.44427476086547174
Energy x Cost,energy,True,Gemini-style,replknet31b_b8_seq1,cnn,3.3808428011332063
EDP,edp,False,SCAR-style,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0006052809387856806
EDP,edp,False,SCAR-style,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.03564908476711994
EDP,edp,False,SCAR-style,llama3.1_8b_decode_kv1024_b1_seq1,decode,1.4876318785026201e-05
EDP,edp,False,SCAR-style,llama3.1_8b_decode_kv1024_b8_seq1,decode,2.012676314435984e-05
EDP,edp,False,SCAR-style,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.009515784840630509
EDP,edp,False,SCAR-style,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.5218220423743084
EDP,edp,False,SCAR-style,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.00023248988829951958
EDP,edp,False,SCAR-style,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.0003031057318895033
EDP,edp,False,SCAR-style,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill-MoE,1.6979464810308737e-05
EDP,edp,False,SCAR-style,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill-MoE,0.000845640696056442
EDP,edp,False,SCAR-style,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode-MoE,9.003376234508135e-07
EDP,edp,False,SCAR-style,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode-MoE,5.92060761134973e-05
EDP,edp,False,SCAR-style,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill-MoE,0.00018792534441987798
EDP,edp,False,SCAR-style,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill-MoE,0.010767000308876073
EDP,edp,False,SCAR-style,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode-MoE,1.337636729390788e-05
EDP,edp,False,SCAR-style,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode-MoE,0.0008945335859052386
EDP,edp,False,SCAR-style,mobilenet_v3_small_b1_seq1,cnn,3.3422802607279017e-09
EDP,edp,False,SCAR-style,mobilenet_v3_small_b8_seq1,cnn,3.772493291714419e-08
EDP,edp,False,SCAR-style,replknet31b_b1_seq1,cnn,2.481016571451181e-06
EDP,edp,False,SCAR-style,replknet31b_b8_seq1,cnn,0.00015189596605127157
EDP,edp,False,Gemini-style,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0003534372585789265
EDP,edp,False,Gemini-style,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.01811495033766686
EDP,edp,False,Gemini-style,llama3.1_8b_decode_kv1024_b1_seq1,decode,3.9740038763114445e-05
EDP,edp,False,Gemini-style,llama3.1_8b_decode_kv1024_b8_seq1,decode,5.805422159557206e-05
EDP,edp,False,Gemini-style,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.00953039488969527
EDP,edp,False,Gemini-style,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.26712495481156495
EDP,edp,False,Gemini-style,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.0006307225869483294
EDP,edp,False,Gemini-style,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.0009110746618335569
EDP,edp,False,Gemini-style,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill-MoE,1.536283089650323e-05
EDP,edp,False,Gemini-style,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill-MoE,0.0007883601967259486
EDP,edp,False,Gemini-style,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode-MoE,2.132181444856133e-06
EDP,edp,False,Gemini-style,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode-MoE,0.0001953440150115744
EDP,edp,False,Gemini-style,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill-MoE,0.00016066933639935052
EDP,edp,False,Gemini-style,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill-MoE,0.01167048766470558
EDP,edp,False,Gemini-style,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode-MoE,3.2959289168939384e-05
EDP,edp,False,Gemini-style,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode-MoE,0.0030676552024862572
EDP,edp,False,Gemini-style,mobilenet_v3_small_b1_seq1,cnn,1.562173632073208e-10
EDP,edp,False,Gemini-style,mobilenet_v3_small_b8_seq1,cnn,5.0448629887634765e-08
EDP,edp,False,Gemini-style,replknet31b_b1_seq1,cnn,7.67096692661635e-07
EDP,edp,False,Gemini-style,replknet31b_b8_seq1,cnn,4.990905129401272e-05
EDP x Cost,edp,True,SCAR-style,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0945713792805999
EDP x Cost,edp,True,SCAR-style,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,7.833906714104249
EDP x Cost,edp,True,SCAR-style,llama3.1_8b_decode_kv1024_b1_seq1,decode,0.001610936150736144
EDP x Cost,edp,True,SCAR-style,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.005927354345870256
EDP x Cost,edp,True,SCAR-style,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,1.5076612556918896
EDP x Cost,edp,True,SCAR-style,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,108.5945383769904
EDP x Cost,edp,True,SCAR-style,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.02531598376042072
EDP x Cost,edp,True,SCAR-style,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.08136723434037998
EDP x Cost,edp,True,SCAR-style,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill-MoE,0.0024956577222188564
EDP x Cost,edp,True,SCAR-style,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill-MoE,0.31518188532235497
EDP x Cost,edp,True,SCAR-style,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode-MoE,9.52655136917729e-05
EDP x Cost,edp,True,SCAR-style,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode-MoE,0.019784027609624
EDP x Cost,edp,True,SCAR-style,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill-MoE,0.02685309058326996
EDP x Cost,edp,True,SCAR-style,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill-MoE,3.3456468648558753
EDP x Cost,edp,True,SCAR-style,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode-MoE,0.0014368228605346428
EDP x Cost,edp,True,SCAR-style,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode-MoE,0.2810340037739638
EDP x Cost,edp,True,SCAR-style,mobilenet_v3_small_b1_seq1,cnn,3.7724363169074933e-07
EDP x Cost,edp,True,SCAR-style,mobilenet_v3_small_b8_seq1,cnn,4.286064387956149e-06
EDP x Cost,edp,True,SCAR-style,replknet31b_b1_seq1,cnn,0.0002813120513748161
EDP x Cost,edp,True,SCAR-style,replknet31b_b8_seq1,cnn,0.01725744329874438
EDP x Cost,edp,True,Gemini-style,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.08037314697018981
EDP x Cost,edp,True,Gemini-style,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,7.869211303724065
EDP x Cost,edp,True,Gemini-style,llama3.1_8b_decode_kv1024_b1_seq1,decode,0.004008888288334992
EDP x Cost,edp,True,Gemini-style,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.017753651522670697
EDP x Cost,edp,True,Gemini-style,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,1.72571299032876
EDP x Cost,edp,True,Gemini-style,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,82.32905199543488
EDP x Cost,edp,True,Gemini-style,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.06352049909988841
EDP x Cost,edp,True,Gemini-style,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.2701838873503931
EDP x Cost,edp,True,Gemini-style,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill-MoE,0.0021713011477842332
EDP x Cost,edp,True,Gemini-style,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill-MoE,0.3093843679804858
EDP x Cost,edp,True,Gemini-style,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode-MoE,0.00021779456244059675
EDP x Cost,edp,True,Gemini-style,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode-MoE,0.08042401189289444
EDP x Cost,edp,True,Gemini-style,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill-MoE,0.024662537050763846
EDP x Cost,edp,True,Gemini-style,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill-MoE,3.408283442885337
EDP x Cost,edp,True,Gemini-style,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode-MoE,0.0033729388704028434
EDP x Cost,edp,True,Gemini-style,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode-MoE,1.2435940553493272
EDP x Cost,edp,True,Gemini-style,mobilenet_v3_small_b1_seq1,cnn,1.9846912787944522e-08
EDP x Cost,edp,True,Gemini-style,mobilenet_v3_small_b8_seq1,cnn,6.4123100779269975e-06
EDP x Cost,edp,True,Gemini-style,replknet31b_b1_seq1,cnn,0.00010154312054861544
EDP x Cost,edp,True,Gemini-style,replknet31b_b8_seq1,cnn,0.006085519890372331
Energy,energy,False,Fengshui (Full),llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.268977413386
Energy,energy,False,Fengshui (Full),llama3.1_8b_prefill_s1024_b8_seq1024,prefill,2.0722390004961686
Energy,energy,False,Fengshui (Full),llama3.1_8b_decode_kv1024_b1_seq1,decode,0.002200653022007134
Energy,energy,False,Fengshui (Full),llama3.1_8b_decode_kv1024_b8_seq1,decode,0.016803260417880574
Energy,energy,False,Fengshui (Full),llama3.1_70b_prefill_s1024_b1_seq1024,prefill,1.035973452581322
Energy,energy,False,Fengshui (Full),llama3.1_70b_prefill_s1024_b8_seq1024,prefill,8.006807085377527
Energy,energy,False,Fengshui (Full),llama3.1_70b_decode_kv1024_b1_seq1,decode,0.006450207860713182
Energy,energy,False,Fengshui (Full),llama3.1_70b_decode_kv1024_b8_seq1,decode,0.05149004250385968
Energy,energy,False,Fengshui (Full),qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill-MoE,0.03956398530287633
Energy,energy,False,Fengshui (Full),qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill-MoE,0.3111911253353323
Energy,energy,False,Fengshui (Full),qwen3_30b_a3b_decode_kv1024_b1_seq1,decode-MoE,0.0036823267061624333
Energy,energy,False,Fengshui (Full),qwen3_30b_a3b_decode_kv1024_b8_seq1,decode-MoE,0.022938267862979856
Energy,energy,False,Fengshui (Full),qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill-MoE,0.12715671179818352
Energy,energy,False,Fengshui (Full),qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill-MoE,1.0083427560922038
Energy,energy,False,Fengshui (Full),qwen3_235b_a22b_decode_kv1024_b1_seq1,decode-MoE,0.010665506355006295
Energy,energy,False,Fengshui (Full),qwen3_235b_a22b_decode_kv1024_b8_seq1,decode-MoE,0.08271637099195654
Energy,energy,False,Fengshui (Full),mobilenet_v3_small_b1_seq1,cnn,4.896642643368916e-05
Energy,energy,False,Fengshui (Full),mobilenet_v3_small_b8_seq1,cnn,0.00037197579584075905
Energy,energy,False,Fengshui (Full),replknet31b_b1_seq1,cnn,0.0027206970617051503
Energy,energy,False,Fengshui (Full),replknet31b_b8_seq1,cnn,0.020354624167141525
Energy x Cost,energy,True,Fengshui (Full),llama3.1_8b_prefill_s1024_b1_seq1024,prefill,22.315205433419933
Energy x Cost,energy,True,Fengshui (Full),llama3.1_8b_prefill_s1024_b8_seq1024,prefill,275.0054368872897
Energy x Cost,energy,True,Fengshui (Full),llama3.1_8b_decode_kv1024_b1_seq1,decode,0.2268313621960487
Energy x Cost,energy,True,Fengshui (Full),llama3.1_8b_decode_kv1024_b8_seq1,decode,4.205896159007327
Energy x Cost,energy,True,Fengshui (Full),llama3.1_70b_prefill_s1024_b1_seq1024,prefill,89.38041023930363
Energy x Cost,energy,True,Fengshui (Full),llama3.1_70b_prefill_s1024_b8_seq1024,prefill,939.741928103039
Energy x Cost,energy,True,Fengshui (Full),llama3.1_70b_decode_kv1024_b1_seq1,decode,0.6612004117506934
Energy x Cost,energy,True,Fengshui (Full),llama3.1_70b_decode_kv1024_b8_seq1,decode,10.045830439776461
Energy x Cost,energy,True,Fengshui (Full),qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill-MoE,3.645395150040211
Energy x Cost,energy,True,Fengshui (Full),qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill-MoE,84.41228415449547
Energy x Cost,energy,True,Fengshui (Full),qwen3_30b_a3b_decode_kv1024_b1_seq1,decode-MoE,0.48290801335268896
Energy x Cost,energy,True,Fengshui (Full),qwen3_30b_a3b_decode_kv1024_b8_seq1,decode-MoE,5.627730587991489
Energy x Cost,energy,True,Fengshui (Full),qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill-MoE,12.604934129050198
Energy x Cost,energy,True,Fengshui (Full),qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill-MoE,220.65890333751295
Energy x Cost,energy,True,Fengshui (Full),qwen3_235b_a22b_decode_kv1024_b1_seq1,decode-MoE,1.373008713948116
Energy x Cost,energy,True,Fengshui (Full),qwen3_235b_a22b_decode_kv1024_b8_seq1,decode-MoE,16.72884193843307
Energy x Cost,energy,True,Fengshui (Full),mobilenet_v3_small_b1_seq1,cnn,0.0037995699868723608
Energy x Cost,energy,True,Fengshui (Full),mobilenet_v3_small_b8_seq1,cnn,0.026374049316057836
Energy x Cost,energy,True,Fengshui (Full),replknet31b_b1_seq1,cnn,0.1622931771358099
Energy x Cost,energy,True,Fengshui (Full),replknet31b_b8_seq1,cnn,1.1765009492634384
EDP,edp,False,Fengshui (Full),llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.00012536233521831153
EDP,edp,False,Fengshui (Full),llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.007919609843789824
EDP,edp,False,Fengshui (Full),llama3.1_8b_decode_kv1024_b1_seq1,decode,3.9370491538836114e-08
EDP,edp,False,Fengshui (Full),llama3.1_8b_decode_kv1024_b8_seq1,decode,1.3386137133238788e-06
EDP,edp,False,Fengshui (Full),llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.001984522852771496
EDP,edp,False,Fengshui (Full),llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.12035354170653419
EDP,edp,False,Fengshui (Full),llama3.1_70b_decode_kv1024_b1_seq1,decode,2.0461578924138415e-07
EDP,edp,False,Fengshui (Full),llama3.1_70b_decode_kv1024_b8_seq1,decode,1.0219090307056087e-05
EDP,edp,False,Fengshui (Full),qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill-MoE,3.973878341193693e-06
EDP,edp,False,Fengshui (Full),qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill-MoE,0.0001682661802105447
EDP,edp,False,Fengshui (Full),qwen3_30b_a3b_decode_kv1024_b1_seq1,decode-MoE,2.3481790012384835e-07
EDP,edp,False,Fengshui (Full),qwen3_30b_a3b_decode_kv1024_b8_seq1,decode-MoE,1.4592148333427621e-06
EDP,edp,False,Fengshui (Full),qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill-MoE,4.336359290046342e-05
EDP,edp,False,Fengshui (Full),qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill-MoE,0.0021564446810245614
EDP,edp,False,Fengshui (Full),qwen3_235b_a22b_decode_kv1024_b1_seq1,decode-MoE,3.30930355423937e-07
EDP,edp,False,Fengshui (Full),qwen3_235b_a22b_decode_kv1024_b8_seq1,decode-MoE,2.0428716202328087e-05
EDP,edp,False,Fengshui (Full),mobilenet_v3_small_b1_seq1,cnn,1.3108731508282375e-10
EDP,edp,False,Fengshui (Full),mobilenet_v3_small_b8_seq1,cnn,7.069007421650439e-09
EDP,edp,False,Fengshui (Full),replknet31b_b1_seq1,cnn,5.549070616702787e-07
EDP,edp,False,Fengshui (Full),replknet31b_b8_seq1,cnn,2.6242979486928967e-05
EDP x Cost,edp,True,Fengshui (Full),llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.034635027424757214
EDP x Cost,edp,True,Fengshui (Full),llama3.1_8b_prefill_s1024_b8_seq1024,prefill,1.6858350308055587
EDP x Cost,edp,True,Fengshui (Full),llama3.1_8b_decode_kv1024_b1_seq1,decode,4.343020711743431e-06
EDP x Cost,edp,True,Fengshui (Full),llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0003975855545062097
EDP x Cost,edp,True,Fengshui (Full),llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.754261006409317
EDP x Cost,edp,True,Fengshui (Full),llama3.1_70b_prefill_s1024_b8_seq1024,prefill,27.99076002164731
EDP x Cost,edp,True,Fengshui (Full),llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8456577035634793e-05
EDP x Cost,edp,True,Fengshui (Full),llama3.1_70b_decode_kv1024_b8_seq1,decode,0.0026935369204218592
EDP x Cost,edp,True,Fengshui (Full),qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill-MoE,0.0011218791417521863
EDP x Cost,edp,True,Fengshui (Full),qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill-MoE,0.10977650819143957
EDP x Cost,edp,True,Fengshui (Full),qwen3_30b_a3b_decode_kv1024_b1_seq1,decode-MoE,7.854361269020957e-05
EDP x Cost,edp,True,Fengshui (Full),qwen3_30b_a3b_decode_kv1024_b8_seq1,decode-MoE,0.0008971814885158178
EDP x Cost,edp,True,Fengshui (Full),qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill-MoE,0.014756351828706969
EDP x Cost,edp,True,Fengshui (Full),qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill-MoE,1.093262256764578
EDP x Cost,edp,True,Fengshui (Full),qwen3_235b_a22b_decode_kv1024_b1_seq1,decode-MoE,5.439882977474899e-05
EDP x Cost,edp,True,Fengshui (Full),qwen3_235b_a22b_decode_kv1024_b8_seq1,decode-MoE,0.010668326127401906
EDP x Cost,edp,True,Fengshui (Full),mobilenet_v3_small_b1_seq1,cnn,1.6534747044137895e-08
EDP x Cost,edp,True,Fengshui (Full),mobilenet_v3_small_b8_seq1,cnn,9.96782410934022e-07
EDP x Cost,edp,True,Fengshui (Full),replknet31b_b1_seq1,cnn,3.796378114555469e-05
EDP x Cost,edp,True,Fengshui (Full),replknet31b_b8_seq1,cnn,0.0017407214657100488
